FECHACORTE,FECHAREGISTRO,CODIGO,NOMBRE,CATEGORIA,NIVEL,INSTITUCIÓN,GRUPO,SUB_GRUPO,MACROREGIONES,UBIGEO,REGION,PROVINCIA,DISTRITO,RESPONSABLE,CUENTA_TRIAJE,NU_ATENC_ULT,CUENTA_ZC,ZC_UCI_AACT_CAM_TOTAL,ZC_UCI_AACT_CAM_INOPERATIVOS,ZC_UCI_AACT_CAM_TOT_OPER,ZC_UCI_AACT_CAM_TOT_DISP,ZC_UCI_AACT_CAM_TOT_OCUP,ZC_UCI_AACT_COC_CAM_CONFIR,ZC_UCI_AACT_COC_CAM_X_CONFIR,ZC_UCI_AACT_COO_CAM_CANULAS,ZC_UCI_AACT_COO_CAM_SIN_VM,ZC_UCI_AACT_COO_CAM_CON_VM,ZC_UCI_ADUL_CAM_TOTAL,ZC_UCI_ADUL_CAM_INOPERATIVOS,ZC_UCI_ADUL_CAM_TOT_OPER,ZC_UCI_ADUL_CAM_TOT_DISP,ZC_UCI_ADUL_CAM_TOT_OCUP,ZC_UCI_ADUL_COC_CAM_CONFIR,ZC_UCI_ADUL_COC_CAM_X_CONFIR,ZC_UCI_ADUL_COO_CAM_CANULAS,ZC_UCI_ADUL_COO_CAM_SIN_VM,ZC_UCI_ADUL_COO_CAM_CON_VM,ZC_UCI_NEONATAL_CAM_TOTAL,ZC_UCI_NEONATAL_CAM_INOPERATIVOS,ZC_UCI_NEONATAL_CAM_TOT_OPER,ZC_UCI_NEONATAL_CAM_TOT_DISP,ZC_UCI_NEONATAL_CAM_TOT_OCUP,ZC_UCI_NEONATAL_COC_CAM_CONFIR,ZC_UCI_NEONATAL_COC_CAM_X_CONFIR,ZC_UCI_NEONATAL_COO_CAM_CANULAS,ZC_UCI_NEONATAL_COO_CAM_SIN_VM,ZC_UCI_NEONATAL_COO_CAM_CON_VM,ZC_UCI_PEDIA_CAM_TOTAL,ZC_UCI_PEDIA_CAM_INOPERATIVOS,ZC_UCI_PEDIA_CAM_TOT_OPER,ZC_UCI_PEDIA_CAM_TOT_DISP,ZC_UCI_PEDIA_CAM_TOT_OCUP,ZC_UCI_PEDIA_COC_CAM_CONFIR,ZC_UCI_PEDIA_COC_CAM_X_CONFIR,ZC_UCI_PEDIA_COO_CAM_CANULAS,ZC_UCI_PEDIA_COO_CAM_SIN_VM,ZC_UCI_PEDIA_COO_CAM_CON_VM,ZC_UCIN_CIA_CAM_TOTAL,ZC_UCIN_CIA_CAM_INOPERATIVOS,ZC_UCIN_CIA_CAM_TOT_OPER,ZC_UCIN_CIA_CAM_TOT_DISP,ZC_UCIN_CIA_CAM_TOT_OCUP,ZC_UCIN_CIA_COC_CAM_CONFIR,ZC_UCIN_CIA_COC_CAM_X_CONFIR,ZC_UCIN_CIA_COO_CAM_CANULAS,ZC_UCIN_CIA_COO_CAM_SIN_VM,ZC_UCIN_CIP_CAM_TOTAL,ZC_UCIN_CIP_CAM_INOPERATIVOS,ZC_UCIN_CIP_CAM_TOT_OPER,ZC_UCIN_CIP_CAM_TOT_DISP,ZC_UCIN_CIP_CAM_TOT_OCUP,ZC_UCIN_CIP_COC_CAM_CONFIR,ZC_UCIN_CIP_COC_CAM_X_CONFIR,ZC_UCIN_CIP_COO_CAM_CANULAS,ZC_UCIN_CIP_COO_CAM_SIN_VM,ZC_HOSP_AHT_CAM_TOTAL,ZC_HOSP_AHT_CAM_INOPERATIVOS,ZC_HOSP_AHT_CAM_TOT_OPER,ZC_HOSP_AHT_CAM_TOT_DISP,ZC_HOSP_AHT_CAM_TOT_OCUP,ZC_HOSP_AHT_COC_CAM_CONFIR,ZC_HOSP_AHT_COC_CAM_X_CONFIR,ZC_HOSP_AHT_COO_CAM_CANULAS,ZC_HOSP_AHT_COO_CAM_SIN_VM,ZC_HOSP_ADUL_CAM_TOTAL,ZC_HOSP_ADUL_CAM_INOPERATIVOS,ZC_HOSP_ADUL_CAM_TOT_OPER,ZC_HOSP_ADUL_CAM_TOT_DISP,ZC_HOSP_ADUL_CAM_TOT_OCUP,ZC_HOSP_ADUL_COC_CAM_CONFIR,ZC_HOSP_ADUL_COC_CAM_X_CONFIR,ZC_HOSP_ADUL_COO_CAM_CANULAS,ZC_HOSP_ADUL_COO_CAM_SIN_VM,ZC_HOSP_PEDIA_CAM_TOTAL,ZC_HOSP_PEDIA_CAM_INOPERATIVOS,ZC_HOSP_PEDIA_CAM_TOT_OPER,ZC_HOSP_PEDIA_CAM_TOT_DISP,ZC_HOSP_PEDIA_CAM_TOT_OCUP,ZC_HOSP_PEDIA_COC_CAM_CONFIR,ZC_HOSP_PEDIA_COC_CAM_X_CONFIR,ZC_HOSP_PEDIA_COO_CAM_CANULAS,ZC_HOSP_PEDIA_COO_CAM_SIN_VM,ZC_EMER_ADUL_CAM_TOTAL,ZC_EMER_ADUL_CAM_INOPERATIVOS,ZC_EMER_ADUL_CAM_TOT_OPER,ZC_EMER_ADUL_CAM_TOT_DISP,ZC_EMER_ADUL_CAM_TOT_OCUP,ZC_EMER_ADUL_COC_CAM_CONFIR,ZC_EMER_ADUL_COC_CAM_X_CONFIR,ZC_EMER_ADUL_COO_CAM_CANULAS,ZC_EMER_ADUL_COO_CAM_SIN_VM,ZC_EMER_ADUL_COO_CAM_CON_VM,ZC_EMER_PEDIA_CAM_TOTAL,ZC_EMER_PEDIA_CAM_INOPERATIVOS,ZC_EMER_PEDIA_CAM_TOT_OPER,ZC_EMER_PEDIA_CAM_TOT_DISP,ZC_EMER_PEDIA_CAM_TOT_OCUP,ZC_EMER_PEDIA_COC_CAM_CONFIR,ZC_EMER_PEDIA_COC_CAM_X_CONFIR,ZC_EMER_PEDIA_COO_CAM_CANULAS,ZC_EMER_PEDIA_COO_CAM_SIN_VM,ZC_EMER_PEDIA_COO_CAM_CON_VM,ZC_AREA_EXP_CAM_TOTAL,ZC_AREA_EXP_COC_CAM_CONFIR,ZC_AREA_EXP_COC_CAM_X_CONFIR,ZC_VENT_CAM_TOTAL,ZC_VENT_CAM_TOT_INOP,ZC_VENT_CAM_TOT_OPER,ZC_VENT_CAM_DISPONIBLES,ZC_VENT_CAM_EN_USO,ZC_MONT_CAM_TOTAL,ZC_MONT_CAM_TOT_INOP,ZC_MONTCAM_TOT_OPER,ZC_MONT_CAM_DISPONIBLES,ZC_MONT_CAM_EN_USO,ZNC_UCI_ADUL_CAM_TOTAL,ZNC_UCI_ADUL_CAM_INOPERATIVO,ZNC_UCI_ADUL_CAM_OPERATIVO,ZNC_UCI_ADUL_CAM_DISPONIBLE,ZNC_UCI_ADUL_CAM_OCUPADO,ZNC_UCI_ADUL_CAM_CON_VM,ZNC_UCI_ADUL_CAM_SIN_VM,ZNC_UCI_NEONATAL_CAM_TOTAL,ZNC_UCI_NEONATAL_CAM_INOPERATIVO,ZNC_UCI_NEONATAL_CAM_OPERATIVO,ZNC_UCI_NEONATAL_CAM_DISPONIBLE,ZNC_UCI_NEONATAL_CAM_OCUPADO,ZNC_UCI_NEONATAL_CAM_CON_VM,ZNC_UCI_NEONATAL_CAM_SIN_VM,ZNC_UCI_PEDIA_CAM_TOTAL,ZNC_UCI_PEDIA_CAM_INOPERATIVO,ZNC_UCI_PEDIA_CAM_OPERATIVO,ZNC_UCI_PEDIA_CAM_DISPONIBLE,ZNC_UCI_PEDIA_CAM_OCUPADO,ZNC_UCI_PEDIA_CAM_CON_VM,ZNC_UCI_PEDIA_CAM_SIN_VM,ZNC_UCIN_ADUL_CAM_TOTAL,ZNC_UCIN_ADUL_CAM_INOPERATIVO,ZNC_UCIN_ADUL_CAM_OPERATIVO,ZNC_UCIN_ADUL_CAM_DISPONIBLE,ZNC_UCIN_ADUL_CAM_OCUPADO,ZNC_UCIN_PEDIA_CAM_TOTAL,ZNC_UCIN_PEDIA_CAM_INOPERATIVO,ZNC_UCIN_PEDIA_CAM_OPERATIVO,ZNC_UCIN_PEDIA_CAM_DISPONIBLE,ZNC_UCIN_PEDIA_CAM_OCUPADO,ZNC_HOSP_ADUL_CAM_TOTAL,ZNC_HOSP_ADUL_CAM_INOPERATIVO,ZNC_HOSP_ADUL_CAM_OPERATIVO,ZNC_HOSP_ADUL_CAM_DISPONIBLE,ZNC_HOSP_ADUL_CAM_OCUPADO,ZNC_HOSP_NEONATAL_CAM_TOTAL,ZNC_HOSP_NEONATAL_CAM_INOPERATIVO,ZNC_HOSP_NEONATAL_CAM_OPERATIVO,ZNC_HOSP_NEONATAL_CAM_DISPONIBLE,ZNC_HOSP_NEONATAL_CAM_OCUPADO,ZNC_HOSP_PEDIA_CAM_TOTAL,ZNC_HOSP_PEDIA_CAM_INOPERATIVO,ZNC_HOSP_PEDIA_CAM_OPERATIVO,ZNC_HOSP_PEDIA_CAM_DISPONIBLE,ZNC_HOSP_PEDIA_CAM_OCUPADO,ZNC_EMER_UTS_CAM_TOTAL,ZNC_EMER_UTS_CAM_INOPERATIVO,ZNC_EMER_UTS_CAM_OPERATIVO,ZNC_EMER_UTS_CAM_DISPONIBLE,ZNC_EMER_UTS_CAM_OCUPADO,ZNC_EMER_UTS_CAM_CON_VM,ZNC_EMER_UTS_CAM_SIN_VM,ZNC_EMER_SOSB_CAM_TOTAL,ZNC_EMER_SOSB_CAM_INOPERATIVO,ZNC_EMER_SOSB_CAM_OPERATIVO,ZNC_EMER_SOSB_CAM_DISPONIBLE,ZNC_EMER_SOSB_CAM_OCUPADO,ZNC_EMER_SOSB_CAM_CON_VM,ZNC_EMER_SOSB_CAM_SIN_VM,ZNC_VENT_CAM_TOTAL,ZNC_VENT_CAM_INOPERATIVO,ZNC_VENT_CAM_OPERATIVO,ZNC_VENT_CAM_DISPONIBLE,ZNC_VENT_CAM_EN_USO,ZNC_MONT_CAM_TOTAL,ZNC_MONT_CAM_INOPERATIVO,ZNC_MONT_CAM_OPERATIVO,ZNC_MONT_CAM_DISPONIBLE,ZNC_MONT_CAM_EN_USO
20210331,2021/03/31  6:30:43 PM,10333.0,CENTRO DE ATENCION PRIMARIA III HUARAL,I-4,Nivel 1,ESSALUD,PÚBLICOS,ESSALUD,Zona Centro,150601.0,LIMA,HUARAL,HUARAL,CESAR EDUARDO CARREÑO DIAZ,NO,,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20210331,2021/03/31 10:38:50 PM,9505.0,OFTALMOSALUD,II-E,Nivel 2,PRIVADO,PRIVADOS,PRIVADOS,,150131.0,LIMA,LIMA,SAN ISIDRO,EDIT MUÑOZ OLIVARES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20210331,2021/03/31  5:45:16 PM,2864.0,HOSPITAL HIPOLITO UNANUE DE TACNA,II-2,Nivel 2,GOBIERNO REGIONAL,PÚBLICOS,MINSA/GR,Zona Sur,230101.0,TACNA,TACNA,TACNA,GUADALUPE DIONICIA CASTILLO LOZA,SI,5.0,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,14.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,43.0,7.0,7.0,0.0,7.0,0.0,124.0,0.0,124.0,76.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,14.0,15.0,0.0,15.0,1.0,14.0,5.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,195.0,165.0,30.0,8.0,0.0,8.0,8.0,0.0,21.0,0.0,21.0,21.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,5.0,6.0,0.0,6.0,1.0,5.0
20210331,2021/03/31  6:36:17 PM,10041.0,ADOLFO GUEVARA VELASCO,III-1,Nivel 3,ESSALUD,PÚBLICOS,ESSALUD,Zona Sur,80108.0,CUSCO,CUSCO,WANCHAQ,CESAR EDUARDO CARREÑO DIAZ,NO,,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,144.0,42.0,102.0,102.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,63.0,23.0,40.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,31.0,0.0,31.0,2.0,29.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,163.0,23.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,44.0,0.0,44.0,24.0,20.0,0.0,20.0,24.0,0.0,24.0,18.0,6.0,24.0,0.0,24.0,0.0,24.0
20210331,2021/03/31  6:45:51 PM,8901.0,"ESSALUD HOSPITAL 1 ""AGUSTIN ARBULU NEYRA"" FERREÑAFE",Sin Categoría,Sin Categoría,ESSALUD,PÚBLICOS,ESSALUD,Zona Norte,140206.0,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,FATIMA DEL CARMEN BERNAL CORRALES,NO,,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,2.0,58.0,30.0,28.0,0.0,58.0,10.0,0.0,10.0,1.0,9.0,8.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
20210331,2021/03/31  4:31:39 PM,12947.0,CLINICA SANTA MARIA,II-E,Nivel 2,PRIVADO,PRIVADOS,PRIVADOS,,150141.0,LIMA,LIMA,SURQUILLO,NANCY RITA GRIJALVA ALVARADO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20210331,2021/03/31  5:41:40 PM,9747.0,HOSPITAL II PASCO,II-2,Nivel 2,ESSALUD,PÚBLICOS,ESSALUD,Zona Centro,190109.0,PASCO,PASCO,SIMON BOLIVAR,JESUS JAMES FUSTER ATENCIO,SI,65.0,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,17.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,15.0,13.0,7.0,0.0,7.0,5.0,2.0,8.0,0.0,8.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
20210331,2021/03/31  5:38:11 PM,21096.0,CLINICA ESPECIALIZADA EN CIRUGÍA PLÁSTICA SAN AGUSTIN,II-E,Nivel 2,PRIVADO,PRIVADOS,PRIVADOS,,150121.0,LIMA,LIMA,PUEBLO LIBRE,SISSI MARGARETH MASGO TELLO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0
20210331,2021/03/31  5:17:20 PM,2625.0,TAMBOBAMBA,II-1,Nivel 2,GOBIERNO REGIONAL,PÚBLICOS,MINSA/GR,Zona Sur,30501.0,APURIMAC,COTABAMBAS,TAMBOBAMBA,TERESA CONTRERAS CORTEZ,SI,6.0,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20210331,2021/03/31  5:00:09 PM,24584.0,VIRGEN GUADALUPE CUSCO,II-E,Nivel 2,PRIVADO,PRIVADOS,PRIVADOS,Zona Sur,80105.0,CUSCO,CUSCO,SAN SEBASTIAN,NITHIA SMILZINIA PINARES ASTETE,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20210331,2021/03/31  6:41:37 PM,9982.0,CLINICA REPROMEDIC,II-E,Nivel 2,PRIVADO,PRIVADOS,PRIVADOS,,150113.0,LIMA,LIMA,JESUS MARIA,MARCO SARANGO TORNERO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
20210331,2021/03/31  8:12:37 AM,8351.0,CLINICAS SAN BERNARDO S.A.,II-E,Nivel 2,PRIVADO,PRIVADOS,PRIVADOS,,150121.0,LIMA,LIMA,PUEBLO LIBRE,MAURO MARCELO LIZARRAGA FERRAND,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0
